#,Bioeconomy Ventures URL,Name,Website URL,"Logo (Please save them as png file with ""#dataset_L"")",Facebook,Twitter,Linkedin,About my Start-up,"Why your idea is a “winner""?:",What is your current or intended business/revenue model?:,Do you have any Patent or IP registered (related to the solution that you are looking for an investment)?:,Has your technology already been implemented in any field/sector?:,Which market and customer need(s)/problem(s) is (are) your products(s)/service(s) going to solve?:,Company,Date of establishment/to be established,MRL,Requested Investment range (€),Languages,"Attachments (Please save them as pdf file with ""#dataset_P"")",TRL,Location:,Category,TM1 - First name,TM1 - Last name,TM1 - Position,TM1 - Linkedin,TM2 - First name,TM2 - Last name,TM2 - Position,TM2 - Linkedin,TM3 - First name,TM3 - Last name,TM3 - Position,TM3 - Linkedin,Youtube video URL
38,https://platform.bioeconomyventures.eu/resume/climax-plpfmkyd9d-united-kingdom/,CLIMAX COMMUNITY,,38_L,,https://twitter.com/CommunityClimax,https://www.linkedin.com/company/climax-community/,"At Climax Community our mission is to use data to collectively accelerate carbon reduction. Our software, Climate Essentials is the first carbon data collection and analysis platform that aggregates and shares data between the public and private sector, providing a tool to make a net-zero future a reality. Climate Essentials allows for cross-sector collaboration, fills data gaps, creates knowledge sharing, and facilitates a systemised standard method of carbon accounting. This creates an accurate and trustworthy data pool to inform the implementation of net-zero strategies across specific regions to make community wide climate pledges tangible.
With our aggregated data tool, large organisations (local authorities/trade associations) are able to assess the state and needs of their ecosystem through operational data, inputted by SMEs. Climate Essentials is designed to be accessible to all and therefore strikes the balance between being scientifically accurate and also digestible for the average SME to gain valuable insights. We are determined to make climate action possible for all.","Climate Essentials is the first platform that provides the opportunity for organisations across regions from both the public and private sector to work in collaboration to fight climate change whilst adapting to a green economy. We aggregate data, allowing an accurate and trustworthy data pool to exist that can inform government policy and effective strategy implementation, tailored to specific regions.","Climate Essentials is a SaaS platform where clients can purchase licences directly from us. We also run programmes with large organisations, bringing us revenue from their use of Climate Essentials Analytics in addition to revenue from a number of associated sponsored licences provided to SMEs. Long-term, we will be a big data company using data for policy and initiatives insight as well as financial gain through the creation of a trusted marketplace of green tech referrals.",We are currently researching what we would like to patent and how we can be submitting our trademark applications.,"We have a fully functional, commercially launched technology which has been implemented across a number of UK councils as part of their business engagement and net zero strategy. These councils are using the software to engage and empower their local businesses to reduce carbon emissions. The businesses we have worked with have ranged across sectors, including hospitality, professional and scientific technical services, construction and manufacturing. We have seen early interest across Europe from municipalities and trade associations.","91% of Local Authorities in the UK have set net-zero targets in line with UK legislation, yet the data available to meet these targets is severely insufficient. Local governments need access to carbon emissions data encompassing their entire region. We solve this task in two ways. Firstly, Climax Community supports local businesses, and soon households, to measure their carbon emissions and create bespoke reduction pathways, driving climate positive action. Secondly, this provides data which is then aggregated through Climate Essentials Analytics for local government/large organisations, which fills the gap of carbon data that is crucially needed in order for a greener economy transition. This regional data is then used to inform targeted, realistic strategies/policies that will help set and achieve net-zero pledges via local initiatives. We allow sectors to collaboratively work together to a greener economy from the same platform, synchronising the net zero journey.",CLIMAX COMMUNITY,1-May-19,1 - Basic manufacturing implications identified,251.000 to 500.000,,,"TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space)
TRL 8 – system complete and qualified",United Kingdom,Others,,,,,,,,,,,,,
39,https://platform.bioeconomyventures.eu/resume/yoshi-arbxn1jln-leuven-vlaams-brabant-vlaanderen-belgie/,YOSHI FOODS,,39_L,,,,"Yoshi Foods wants to use vegetables, that were to end up on the waste pile because of aesthetics, overproduction, etc., and produce instant soup powder from them. Our powder consists of vegetables and spices, so we are 100% healthy (97% vegetables, the rest are spices and starch) and 100% vegan.",Yoshi Foods is a winner as we address multiple issues: (1) the revalorization of waste streams of vegetables and potato starch; (2) the elimination of single-use packaging by using a starch coating; (3) a nutritious alternative to unhealthy snacks at work. We are a very ambitious team with the perfect backgrounds to take on these global problems. We are also supported and coached by a diverse advisory board to help us address all the challenges we might face.,"Our story begins with a mission to reduce food waste and contribute to a more sustainable food system. We noticed that a significant amount of ""ugly"" vegetables were being thrown away by vegetable processors due to minor fabrication errors. This sparked an idea to utilize these otherwise discarded vegetables and turn them into a delicious and nutritious product.","At the moment, we do not own any patents as we have not started yet. In the future, we expect to establish our own patent on starch spraying or to use a form of licensing to use this type of technology.","The process of preserving our food product involves two key technologies. Firstly, we utilize a drying technique where we remove water from the vegetable mixture through vaporization. This step ensures the elimination of bacteria and extends the shelf life of the product.","In addressing the issue of food waste in Belgium, our goal is to eliminate the amount of edible food that goes to waste. This will result in a positive impact on the lives of all citizens.",YOSHI FOODS,,3 - Manufacturing proof of concept developed,101.000 to 250.000,"English, Français",39_P,TRL 3 – experimental proof of concept,"Leuven, Vlaams-Brabant, Vlaanderen, België",Foodtech,Jonas,Lelièvre-Damit,CTO,https://www.linkedin.com/in/jonas-lelievre-damit-613a89235/,Lucas,Warson,Sales and project manager,https://www.linkedin.com/in/lucas-warson/,Julien,Lanssens,CEO,https://www.linkedin.com/in/julien-lanssens/,
40,https://platform.bioeconomyventures.eu/resume/nova-nd5qqwbh-london-valladolid/,NOVA BIOCHEM LTD – CHEMICALS FROM PULPING WASTE,,40_L,,,,"We have developed a sustainable way to convert pulping waste into fine chemicals.
Annually pulping industry produces 100 million tonnes of lignin, it is a polymer that makes trees strong but once the paper is made it is discarded (burned or landfilled) releasing over 200 million tonnes of CO2 into the atmosphere. In addition to pulping industry, agriculture produces 2-10 bn tonnes of lignin waste contributing further 4.7-23.5 bn tonnes of CO2.
We have designed and tested a method to convert lignin into fine chemicals in a continuous flow, high conversion rate and without the use of harmful solvents. Our process creates a wide range of chemicals: vanillin, Guaiacol, Acetovanillone, Homovanillic acid, Syringol, Syringaldehyde, Acetosyrinone. These chemicals are extremely valuable and normally produced from crude oil. In addition our process creates a suite of oligomers: building blocks for bio-based adhesives and plastics.
We have engaged with the industry and got extremely positive feedback both from lignin producers and potential buyers of chemicals. We already work with top tier lignin producer Borregaard and chemicals company – Solvay.
We are ready to take our technology to next level by scaling it up to a pilot scale (with a target throughput of 100kg of lignin per day). To fund this transition we are raising our first external funding, a Seed round of GBP 1.5M in equity or debt.
Please contact us for the deck and further details.",We offer a unique opportunity to turn waste into multi-billion market of bio-based chemicals and building blocks for materials while reducing millions of tons of CO2 emissions.,We do not focus on this before we reach TRL6 and understand better the economics of the process. Our technology could be commercialised via licensing (on a low capex spectrum); or via running own processing plants and selling chemicals to companies like Solvay (for a high capex business model).,We have the freedom to operate and plan to file both hardware and method patents by reaching TRL 6 (21-24 months),"No, our technology has been tested in the laboratory at a wide range of parameters, produced positive results and has been peer-reviewed and published in academic magazines.","There is a persistent need for functional chemicals, plastics and adhesives. With environmental concerns only rising the use of petrochemical products will decrease and the need for bio-based alternatives will increase. For example, Solvay got interested in bio-based vanillin and guaiacol, very popular products in the flavour market.",NOVA BIOCHEM LTD – CHEMICALS FROM PULPING WASTE,6-Jan-23,4 - Capability to produce the technology in a laboratory environment,1.000.000 to 2.500.000,English,,TRL 4 – technology validated in lab,London / Valladolid,"Forestry, Pulp, Paper, Platform and specialty Chemicals",,,,,,,,,,,,,
41,https://platform.bioeconomyventures.eu/resume/upcyclink-f0tvr9jwa-saint-ave-vannes-morbihan-bretagne-france-metropolitaine-56890-france/,UPCYCLINK,,41_L,,https://twitter.com/upcyclink_co,https://www.linkedin.com/company/upcyclink/,"Upcyclink is the on-site by-products recovery solution.
One-third of all food produced each year worldwide is wasted, enough to feed 870 million people.  We created Upcyclink in July 2021, to tackle food waste and losses. We focus on the food production and processing stage by proposing innovative solutions for the complete recovery of by-products.
How do we do that? Through the development of a new generation of recovery technology that transforms a wide variety of in situ side streams into high value-added products, before they become waste.
While the existing centralized management system allows for very little recovery of biowaste, Upcyclink opens up new perspectives. Logistics are facilitated by a modular and compact processing unit, and technologies are adapted to the needs of the operators and the target markets.
Using green technologies, our solution recovers high added value products for a wide range of application : food, feed, aquafeed, biofertilizers, nutraceutics, cosmetics,… for a zero waste valorization. With Upcyclink, waste becomes a resource.
Our ambition is to build a sustainable future where our solutions for the recovery of agro-residues are at the heart of a true circular economy for a triple benefit: social, environmental and economic.
Upcyclink’s team (5 people) has a strong background in areas such as by-product valorization, biotechnology, food science, food processing, food safety, process engineering. Innovation is at the heart of our project.
Upcyclink has been awarded the prestigious “Solar Impulse Efficient Solution” label, which recognizes cost-effective solutions to protect the environment.",Our solution addresses the economic and environmental challenges of the food system: producing better and more in order to feed nearly 10 billion people by 2050. It is sustainable and cost-effective and is an innovative tool to create a transformation of the highly linear food system into a circular model.,"Our sources of income come from :
- expertise and engineering services
- a know-how transfer license in the form of success fees",We have protected our know-how with a notary deposit. We will register one patent this year.,"Yes, our technology has already been implemented in the valorization of seafood.","In Europe, around 90 million tons of food and 700 million tons of crop are wasted every year. In average, the largest share of food loss and waste is generated at consumption level, (46%), followed by primary production (25%), processing and manufacturing (24%), and distribution and retailing (5%). We focus on the biowaste generated during primary production and processing stages.
In spite of the engaged actions, numerous efforts remain to be done in order to improve those biowaste management. Indeed, primary producers (agriculture and fisheries) and food-processing industries (≈ 290,000 SMEs) generate more and more important volumes of production and thus an increasing waste deposit (9 and 17 million tons in EU respectively). Environmental issues, increasingly restrictive regulations and rising costs require operators to find new sources of value for their bio-waste.
With our solution, operator :
-makes the most of all  losses and food waste &amp; convert cost into profit (+25% more food product, several products of interest,  zero waste)
-meets its process needs thanks to a modular and compact processing unit which simplifies logistics
-improve its environmental footprint with circular economy approach",UPCYCLINK,1-Aug-21,1 - Basic manufacturing implications identified,0 - 100.000,,41_P,TRL 7 – system prototype demonstration in operational environment,"Saint-Avé, Vannes, Morbihan, Bretagne, France métropolitaine, 56890, France","Food, Feed, Flavours, Waste valorisation, Aquaculture & Marine, Biotech",,,,,,,,,,,,,
42,https://platform.bioeconomyventures.eu/resume/greentech-0xfb2sp-bergen-vestland-norge/,GREENTECH INNOVATORS,,42_L,,,https://www.linkedin.com/company/83509879/admin/,At Greentech Innovators  we are upcycling organic waste like food waste into protein and omega- 3 oils by using biotechnology to produce fertilizer that in turn is used for microalgae fermentation.,Our solution is reducing GHG by waste management and we are upcycling food waste into omega- 3 oils and protein that are in global demand. Omega- 3 oils are basically suplied vial fish oil and fish oil production can not grow as global fish stocks  are utilized. The only way to increase omega-3 production is vial microalgae production.,"We are getting paid a gate feefor the raw material we use, the food waste and can sell the microalgae biomass to aquaculture feed companies.",For now our solution is a trade secret.,We have lab scale production of the growth media and we have sales agreement with a waste mangement company. We have connection with feed companies i n the aquaculture industry to test our product when we have pilot production.,"We can offer waste companies a more sustainable waste solution reducing GHG compared to traditional waste solutions like, landfills, incineration, composting or bio-gas production. The final product microlalge containing omega-3 oils and protein can be sold to the aquaculture feed market substituting fish oil and soy as a sustainable feed source.",GREENTECH INNOVATORS,10-Jan-18,5 - Capability to produce prototype components in a production relevant environment.,1.000.000 to 2.500.000,English,42_P,"TRL 4 – technology validated in lab
TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies)","Bergen, Vestland, Norge",Waste valorisation,,,,,,,,,,,,,
43,https://platform.bioeconomyventures.eu/resume/4sun-l0dsrvdyu6-%d0%b1%d0%b0%d1%80%d1%81%d0%b5%d0%bb%d0%be%d0%bd%d0%b0-%d0%ba%d0%b0%d1%82%d0%b0%d0%bb%d0%be%d0%bd%d0%b8%d1%8f-%d0%b8%d1%81%d0%bf%d0%b0%d0%bd%d0%b8%d1%8f/,4SUN TECH,,43_L,,,https://www.linkedin.com/in/taras-vilkhovyi-b9a02a10/,"We have already developed and preliminary tested a prototype of the hydrophobic coating which shows an improvement in electrical productivity of solar modules up to 5% .
Dust, dirt, and other environmental factors such as rain, storm, winds, and other unfavorable climatic conditions decrease solar batteries efficiency.  Solar panel coatings are applied on top of the solar panels to provide protection and increase it’s efficiency.
We will create and produce all type of coatings for solar panels, for different kind of purpose and environment:
-Anti-reflective
-Hydrophobic
-Self-cleaning
-Anti-soiling
-Anti-abrasion
and
-Effective solar panel cleaners for regular maintenance
-R&amp;D products for special clients requirements
-Service for cleaning solar panels and coatings application","The solar panel coatings market was valued at $2.08 billion in 2020, and is expected to reach $15.7 billion by 2030, with solar panel coatings market forecast expected at a CAGR of 22.4% from 2021 to 2030.
We will manufacture few types of products applied in different environment.",We intend to reach 12 m EUR revenue at 2028 year (in 5 years).,"Yes, i already have patent for Hydrophobic coating composition","It is used for increasing power of PV modules, competitors use some other technologies (coating machines or coating while manufacture process). Our coating can be applied on solar panels in operation.","B2B:
- Solar power plants
- Solar panel manufacturers
- Solar panels (PV modules) wholesalers
- Commercial facilities (apartment buildings, hotels etc.) and government organizations which use solar power
B2C:
- Private households which use solar energy
- Retail packing for individual use (for sell in marketplaces or retail stores)",4SUN TECH,17-May-21,5 - Capability to produce prototype components in a production relevant environment.,1.000.000 to 2.500.000,English,43_P,TRL 4 – technology validated in lab,"Барселона, Каталония, Испания","Plastics, Materials, Textiles",,,,,,,,,,,,,
44,https://platform.bioeconomyventures.eu/resume/ginqo-yc5axmbxo-comunidad-de-madrid-espana/,GINQO,,44_L,https://www.facebook.com/people/Ginqopetfood/100087561338746/,https://twitter.com/ginqopetfood,https://www.linkedin.com/company/ginqopetfood/,"Improved quality pet food with a minimal carbon footprint.
Natural food for dogs and cats. A tasty and complete diet with insect protein, hypoallergenic and without cereals (grain and gluten free). With a local production, with hardly any water consumption and without animal abuse.","Insect farming companies are normally staffed by entomologists and scientific researchers.
Insect pet food brands are typically staffed by product designers and marketing experts.
ProtECO Food &amp; Feed team has a unique mix of entomologists, veterinarians, senior sales and marketing managers, product designers, and PhD data strategists who will enable the company to implement a business model based on a very short supply chain. and a proximity-based logistics system.
What has been done so far (GINQO) is only the first step of the ProtECO journey.","B2C: online sales
B2B2C: specialized channel (veterinary clinics and pet shops)","GINQO is a registered trademark owned by ProtEco Food &amp; Feed.
It is valid throughout the territory of the European Union for the categories of the Nice classification: 5, 28, 29, 30, 31 and 32","Although there are already some successful insect farming companies across Europe, an industry-recognized common standard production model is still missing (but slowly being defined).","Novel proteins are the only real alternative to hydrolysed proteins for dogs/cats with food allergies.
Hydrolysis is, by far, the feed production most expensive process by both economic (€) and resource consumption point of view.
Each of the areas of our lives offers us the possibility of participating in making a better world. How we feed our dogs and cats also affects the amount of CO2 we emit, ultimately our carbon footprint. Feeding your dogs and cats with Ginqo offers the unique opportunity of solving your dog/cat food allergy by showing at the same time your commitment and responsibility to the planet.",GINQO,7-Nov-22,"7 - Capability to produce systems, subsystems or components in a production representative environment",101.000 to 250.000,"Italiano, English, Español",,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"Comunidad de Madrid, España","Food, Feed, Flavours",,,,,,,,,,,,,
45,https://platform.bioeconomyventures.eu/resume/neuralia-ctxuau-gardanne-aix-en-provence-bouches-du-rhone-provence-alpes-cote-dazur-france-metropolitaine-13120-france/,NEURALIA,,45_L,https://www.facebook.com/profile.php?id=100030957202358,,https://www.linkedin.com/company/neuralia-nutraceutiques/,"Les 1ers compléments alimentaires conçus pour protéger notre cerveau
Neuralia a développé la première gamme de compléments alimentaires neuroprotecteurs conçus pour protéger le cerveau du vieillissement et limiter le déclin des personnes présentant une perte d’autonomie liée à des troubles cognitifs ou moteurs.
Notre mission est à la fois de protéger les neurones pour retarder l’éventualité de l’apparition d’une maladie neurodégénérative et de limiter le déclin cognitif pour soulager les patients et les aidants.","-Efficacité scientifique démontrée sur des modèles précliniques validés.
-Formules synergiques optimisées et brevetées.
-Les produits développés ne contiennent que l’essentiel.
-Principes actifs issus d’extraits de plantes médicinales, sans conservateur, sans gluten, ni amidon.
-Procédés d’éco-extraction.
-Aucun suremballage, piluliers recyclables, gélules végétales (pullulan).
-Taux de fidélisation client : 60%.
-Conception et fabrication française.","Notre business model est le suivant :
B2B : pharmacies
B2C : vente en ligne sur notre site e-commerce
           marketplaces spécialisés","2 brevets internationaux (Europe, USA, Canada, Japon) ont été déposés sur la synergie entre les principes actifs issues des plantes médicinales.
NSP01 : combination composition comprising huperzine
NSP02 + NSP19 : synergistic combibation composition comprosing a steroidal saponin, a first polyphenolic compound and a second polyphenolic compound.",Nos produits sont commercialisés depuis septembre 2019.,"1 personne sur 8 en Europe est concernée par une pathologie du système nerveux.
En raison du vieillissement progressif de la population et de l’absence de traitements curatifs, le nombre de personnes souffrant de maladies notamment neurodégénératives a considérablement augmenté au cours des dernières décennies et devrait croitre de manière importante dans les années à venir. Ces maladies ont un impact très important sur la qualité de vie des personnes atteintes ainsi que sur celle de leurs proches.
Aujourd’hui, Neuralia est la première gamme de compléments alimentaires conçue pour favoriser durablement le bon fonctionnement du cerveau.",NEURALIA,28/08/2019,1 - Basic manufacturing implications identified,1.000.000 to 2.500.000,"English, Français",45_P,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"Gardanne, Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13120, France",Others,,,,,,,,,,,,,
46,https://platform.bioeconomyventures.eu/resume/rbx-xd7hiizhus-jonzac-charente-maritime-nouvelle-aquitaine-france-metropolitaine-17500-france/,RBX CREATIONS / IROONY,,46_L,,,,"We develop new materials under our brand name Iroony.
Working directly with farmers, we start from the raw material, hemp, a local and ecological resource : France is the first European producer of this plant which grows quickly, generally without irrigation or chemicals, while welcoming biodiversity and massively capturing carbon. In rotation cycle it helps regenerating the soils and improves following crops’ yield.
As an alternative supply or in combination, we can use flax and reed, from French farmers too.
More specifically, we use oilseed hemp and flax, enabling farmers to combine the seeds’ markets (healthy food, cosmetics) while we collect the stems for Iroony. This circular approach also results in an optimized use of arable land.
Then we use biochemistry to extract the different components, in particular the cellulose. This is the core of our project and R&amp;D : thanks to our own process, the resulted hemp / flax cellulose is suitable to be further transformed into fibers, and filament through technologies of dissolution and regeneration.
The most widespread is Viscose, followed by Lyocell, but we mainly now study ionic liquid based technologies such as High per Cell.
As the resulted Iroony materials combine the assets of both hemp and cellulose-regenerated fibres, they meet the growing expectations of the textiles, clothing and footwear companies, which are sustainability requirements (low use of natural resources, no micro-plastics release, natural ecosystems protection), local production, and performance such as high fineness, resistance or versatility.
Our goal is to set-up a new value chain starting from the farmers. We will buy hemp and flax stems and then industrially transform this raw material into Iroony, an alternative to petrochemistry materials (polyester…), industrial cotton or wood-based viscose. Iroony will be sold to European textile sectors such as spinning, non-woven companies and packaging companies.","Because it's not an idea anymore, we made it real and attracted customers. Our project got rewarded at different events (ICNF, Tech Textil, Women for climate…). We also have a good support from our suppliers in agriculture.",We want to set up a factory to sell cellulose and cellulose related products.,We have a patent registered in Europe and Canada.,Our technology and process is not implemented at industrial scale.,Our Iroony agro based cellulose can help to reduce the global impact of the pulp industry. It can also replace plastic in some application such as textile and packaging.,RBX CREATIONS / IROONY,2-Feb-16,5 - Capability to produce prototype components in a production relevant environment.,1.000.000 to 2.500.000,"English, Français",,TRL 6 – technology demonstrated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Jonzac, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17500, France","Hemp, Cannabis, CBD, Plastics, Materials, Textiles, Agriculture, Forestry, Pulp, Paper",Charles,Reboux,President,https://fr.linkedin.com/in/charles-reboux-29a242138?original_referer=httpswww.google.com,Anne,Reboux,Managing director,https://fr.linkedin.com/in/anne-reboux-43940025,,,,,
47,https://platform.bioeconomyventures.eu/resume/clever-agp8x5ky-avenue-louis-philibert-la-duranne-aix-en-provence-bouches-du-rhone-provence-alpes-cote-dazur-france-metropolitaine-13545-france/,CLEVER BEAUTY,,47_L,https://www.facebook.com/cleverbeautyfr/,https://twitter.com/cleverbeautyfr?lang=fr,https://fr.linkedin.com/company/cleverbeauty-cosmetics,Clever Beauty est la 1ère marque de maquillage naturel et anti-gaspillage.,"Mon innovation a déjà séduit plus de 10 000 client.es BtoC dont 25% sont fidèles depuis le lancement. Elle a également séduit Nocibé.fr, Douglas.it et 300 revendeurs en France et dans 11 pays.
Clever Beauty allie packaging éco-conçus et formule naturelle. Nous sommes également le 1ere marque de maquillage à consigner nos packagings, nous avons une belle longueur d'avance sur la loi AGEC et nos client.es nous suivent pour nos valeurs.","La stratégie commerciale de Clever Beauty est de diffuser la marque à travers des revendeurs BtoB comme les instituts de beauté, les concepts stores, les épiceries vracs et les e-shops comme Nocibé.fr. Nous comptons aujourd'hui 300 revendeurs fidèles en France et dans 11 pays. L'objectif est de renforcer le maillage de revendeurs en France grâce à l'équipe commerciale interne et des agents co indépendants ( 4 actifs à ce jour dans 4 régions).
Aujourd'hui, la distribution est multicanale : 30% des ventes proviennent de notre site internet et 70% de nos revendeurs.",Le système anti-gaspillage de mon bouchon de vernis à ongles est breveté en France et en cours de dépôt Europe.,Mon innovation est commercialisée au sein de mes vernis à ongles depuis Juillet 2018.,"Les vernis à ongles sont composés de 90% d'ingrédients issus de la pétrochimie, une esthéticienne va respirer plus de 3000 molécules toxiques par jour. De plus, on gaspille 211 tonnes de vernis à ongles par an en France, juste parce que le pinceau des vernis est trop court pour atteindre le fond du flacon, une femme va jeter 200 brosses de mascara dans sa vie. Il y a ici un gain économique notamment pour les instituts de beauté mais également un aspect environnemental.
Fini le gaspillage ! Avec Clever Beauty, vous ne jetterez plus jamais une seule brosse de mascara grâce au 1er mascara rechargeable en verre, vous finirez enfin vos vernis à ongles d'un simple clic grâce à son bouchon breveté et vous pouvez consigner l'intégralité de nos packagings.",CLEVER BEAUTY,21-Nov-17,10 - Full rate production demonstrated and lean production practices in place,101.000 to 250.000,Français,,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"Avenue Louis Philibert, La Duranne, Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13545, France","Fragrances, Cosmetics, Personal Care",,,,,,,,,,,,,
48,https://platform.bioeconomyventures.eu/resume/deshyderata-vnmazfh4a-avignon-vaucluse-provence-alpes-cote-dazur-france-metropolitaine-france/,DÉSHYDERATA,,48_L,,,,"Deshyderata is a food company that designs, manufactures and markets dehydrated preparations made from sprouted legumes and grains.","Beyond their nutritional qualities, the products meet the criteria of food transition as follow:
-  Adequacy between food and the needs of our bodies,
-  Sustainable and local organic agriculture,
-  Vegetable proteins,
-  Prevention of food waste
-  Possibility of integrating into a chain around legumes.
The products have the potential to bring innovation in the way we consume legumes and grains, while respecting local cultural criteria.",Business model consists in the manufacturing and sell of the products.,non,The technology already exist but similar product are not available on the market.,"Déshyderata produces healthy, gourmet and ready-to-eat products in the form of petals and crackers. Products are intended to complete a salad or a soup, or accompany a meal taken on the go. They are both tasty and healthy, rich in minerals, sources of vegetable protein and fiber.",DÉSHYDERATA,26/01/2022,4 - Capability to produce the technology in a laboratory environment,101.000 to 250.000,"English, Français",,TRL 7 – system prototype demonstration in operational environment,"Avignon, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, France","Food, Feed, Flavours",,,,,,,,,,,,,
49,https://platform.bioeconomyventures.eu/resume/holiferm-zu1cthyoh-manchester-greater-manchester-england-united-kingdom/,HOLIFERM,,49_L,,,https://www.linkedin.com/company/holiferm/,"Holiferm’s integrated gravity separation fermentation process provides a cost-effective route to a range of biosurfactants and other lipid molecules, delivering high productivity fermentation processes for the manufacture of green, biobased and biodegradable molecules.","Our innovative approach to process development and patented technology have already been demonstrated at two commercial sites, to pilot scale, achieving performance of double the state of the art for two of the most economically important metrics for sophorolipid production, reaching titers &gt;1000 g/l and productivities &gt;5 g/l/h. This could be applied across industrial biotechnology, revolutionizing the industry by providing cost-effective bioproducts.",Product sales and technology licensing for applications outside of biosurfactants.,"Holiferm's downstream process is based around phase and gravity separation, with the integrated gravity separation technology developed by Holiferm. This IP was already granted a patent in Japan and it's pending approval in Europe and the US.","Holiferm’s technology has been demonstrated for the production of mannosylerythritol lipids (MEL), rhamnolipids, and terpenes by fermentation, dramatically enhancing the titer and productivity, and is applicable to the production of a range of glycolipid biosurfactants. Holiferm has demonstrated, through a proof of principle study, that the integrated gravity separation technology can be successfully applied to lipid-producing fermentations outside the biosurfactant space, such as terpenes, polyol esters of fatty acids, long chain dicarboxylic acids, lactones, hyaluronic acid, and other microbial oils.","Holiferm's products can be applied in a wide range of industries as a green alternative to petrochemical surfactants, like home and personal care, agriculture, I&amp;I, paints and coatings, etc.
While all Holiferm products are produced via the natural fermentation process, how they are treated afterwards helps to determine their final usage and destination. Holiferm's low-foaming (LF) products have no chemical modification and therefore can be used for a variety of applications from hard surface cleaners to face creams, shampoos and conditioners. Holiferm's high foaming (HF) products have undergone a mild chemical transformation, which allows them to generate, produce and stabilise a greater amount of foam. Our HF products are active ingredients and have many applications, such as detergents and car washing products. All our products at Holiferm exhibit an extremely low toxicological profile and can be used in EU ecolabel formulations. Our LF products are also REACH exempt.",HOLIFERM,1-Sep-18,8 - Pilot line capability demonstrated. Ready to begin low-rate production,Above 10.000.000,"English, Português",,TRL 8 – system complete and qualified,"Manchester, Greater Manchester, England, United Kingdom",Platform and specialty Chemicals,,,,,,,,,,,,,
50,https://platform.bioeconomyventures.eu/resume/rootiful-fjqajlu-nottingham-nottinghamshire-england-united-kingdom/,ROOTIFUL LTD,,50_L,,,https://www.linkedin.com/company/rootiful/?viewAsMember=true,"Rootiful redefines plant-based foods for the next generation. We produce sustainable, healthy and tasty foods and ingredients which do not pretend to be meat but celebrate the power of plants!
Sustainable – we use locally grown crops and co-streams to produce our ready to eat and textured vegetable protein ingredients. We are reducing the reliance on 1-2 protein crops for this market and promoting biodiversity.
Healthy – we are increasing the range of crops eaten for a healthy diet and all our foods aim to be low in sugar and fat, source of protein/fibre. We study the amino acid profile of our products and the protein digestability.
Tasty – developed with a chef to produce the best products.
Rootiful is based in Nottingham, UK with R&amp;D and small scale manufacturing capabilities. We expanding into food service, retail and B2B sales, alongside our scale up in manufacture.","This is the evolution of the plant-based market, from plants pretending to be meat to being a protein source in its own right. Sustainability of ingredients in this sector will come under much more scrutiny. Rootiful provides the sustainable alternative to animal protein.","There are three routes to market which all generate revenue through product sales.
B2B: sales of the TVP ingredient to food manufactures and retails, this will be used as an ingredient into their plant based food products as an alternative local, sustainable to soy and pea.
Retail: Consumer ready products sold directly through retailers. Our first range are ready for sales – New-fu which is a tofu inspired food, made from UK grown beans and pulses rather than soy.
Food Service: both the consumer products and the TVP can be sold into restaurant chains for use in their meals.","No patents registered yet, but we have confidence that we will be able to protect the process to produce the TVP. Trademarks have been secured.",The use of extrusion is well known in the food industry but the way we have applied it to co-streams has not been implemented previously.,"Our target market is the plant based food sector. The target consumer is 20-40years who is looking to reduce their meat intake with a healthy alternative.
There are three routes to market: food service, retail and B2B.
The gap in the market is to produce UK/EU grown and processed textured vegetable protein (TVP). This market is currently saturated by soy, wheat and pea isolates. This leads to monocropping, deforestation and high food miles as well as an unhealthy diet of 2-3 protein sources. We are using co-streams and whole ingredients to produce a healthier more sustainable solution.
We are also producing a range of ready to eat foods which do not try to replace meat but support the shift from animal protein to plant protein by making the plants the star of the show. This range showcases our TVP products.",ROOTIFUL LTD,5-Jan-22,"7 - Capability to produce systems, subsystems or components in a production representative environment",251.000 to 500.000,,50_P,TRL 7 – system prototype demonstration in operational environment,"Nottingham, Nottinghamshire, England, United Kingdom","Food, Feed, Flavours",,,,,,,,,,,,,
